GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0022904	respiratory electron transport chain	0.0013377472195116094	0.0013377472195116094	+1	NDUFS2,COX8A,NDUFA1
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	0.0017876669121943277	0.0017876669121943277	+1	CMPK1,DUT
GO:0032502	developmental process	0.002120603294210179	0.002120603294210179	+1	YWHAE,AGFG1,UFL1,UGP2,PARP3,PTPN12,NDUFS2,NPTN,SPATA6,SEC63,S100A6,DUT,ACSL3
GO:0006119	oxidative phosphorylation	0.002120603294210179	0.002120603294210179	+1	NDUFS2,COX8A,NDUFA1
GO:0050794	regulation of cellular process	0.0021723656129135536	0.0021723656129135536	+1	YWHAE,TAF13,UBL5,CNTROB,UFL1,IBTK,COX17,PARP3,PTPN12,CNOT10,NPTN,ARHGAP10,S100A6,PCBP1,DUT,CCDC124,AP3S1,ACSL3
GO:0033617	mitochondrial cytochrome c oxidase assembly	0.002349082228150755	0.002349082228150755	+1	COX17,PET100
GO:0048731	system development	0.0025938856674627892	0.0025938856674627892	+1	YWHAE,UFL1,UGP2,PARP3,NDUFS2,NPTN,SEC63,S100A6,DUT,ACSL3
GO:0048522	positive regulation of cellular process	0.0026848249533394366	0.0026848249533394366	+1	YWHAE,TAF13,UBL5,UFL1,COX17,PARP3,CNOT10,NPTN,S100A6,PCBP1,CCDC124,ACSL3
GO:0051234	establishment of localization	0.0028944576022747076	0.0028944576022747076	+1	YWHAE,NXT2,AGFG1,UBL5,IBTK,COX17,COX8A,SEC63,S100A6,AP3S1,ACSL3
GO:0051168	nuclear export	0.003029324885737038	0.003029324885737038	+1	YWHAE,NXT2,AGFG1
GO:0008535	respiratory chain complex IV assembly	0.003103950335952762	0.003103950335952762	+1	COX17,PET100
GO:0043170	macromolecule metabolic process	0.003151445130617346	0.003151445130617346	+1	YWHAE,TAF13,NXT2,AGFG1,UBL5,UFL1,IBTK,UGP2,SNRNP27,PARP3,PTPN12,POLI,CNOT10,NPTN,CSTF2T,PCBP1,DUT,CCDC124
GO:0009150	purine ribonucleotide metabolic process	0.0031649822847130507	0.0031649822847130507	+1	NDUFS2,NUDT19,NDUFA1,ACSL3
GO:0022900	electron transport chain	0.0031649822847130507	0.0031649822847130507	+1	NDUFS2,COX8A,NDUFA1
GO:0048856	anatomical structure development	0.0032557084613733744	0.0032557084613733744	+1	YWHAE,AGFG1,UFL1,UGP2,PARP3,PTPN12,NDUFS2,NPTN,SEC63,S100A6,DUT,ACSL3
GO:0006221	pyrimidine nucleotide biosynthetic process	0.00327710316140229	0.00327710316140229	+1	CMPK1,DUT
GO:0032879	regulation of localization	0.003933929119271637	0.003933929119271637	+1	YWHAE,UBL5,UFL1,IBTK,COX17,NPTN,ACSL3
GO:0009060	aerobic respiration	0.004175443706854777	0.004175443706854777	+1	NDUFS2,COX8A,NDUFA1
GO:0007005	mitochondrion organization	0.004199036301505773	0.004199036301505773	+1	COX17,NDUFS2,NDUFA1,PET100
GO:0006810	transport	0.0044959031701230735	0.0044959031701230735	+1	YWHAE,NXT2,AGFG1,IBTK,COX17,COX8A,SEC63,S100A6,AP3S1,ACSL3
GO:0035337	fatty-acyl-CoA metabolic process	0.004514140080733583	0.004514140080733583	+1	NUDT19,ACSL3
GO:0017004	cytochrome complex assembly	0.00468291740043951	0.00468291740043951	+1	COX17,PET100
GO:0072528	pyrimidine-containing compound biosynthetic process	0.0049619477482440505	0.0049619477482440505	+1	CMPK1,DUT
GO:0048518	positive regulation of biological process	0.0049619477482440505	0.0049619477482440505	+1	YWHAE,TAF13,UBL5,UFL1,COX17,PARP3,CNOT10,NPTN,S100A6,PCBP1,CCDC124,ACSL3
GO:0009124	nucleoside monophosphate biosynthetic process	0.0049619477482440505	0.0049619477482440505	+1	CMPK1,DUT
GO:0009152	purine ribonucleotide biosynthetic process	0.005006470320309098	0.005006470320309098	+1	NDUFS2,NDUFA1,ACSL3
GO:0006163	purine nucleotide metabolic process	0.005197303648021963	0.005197303648021963	+1	NDUFS2,NUDT19,NDUFA1,ACSL3
GO:0055085	transmembrane transport	0.005291839331019999	0.005291839331019999	+1	YWHAE,IBTK,COX17,COX8A,SEC63,S100A6
GO:0034220	monoatomic ion transmembrane transport	0.005903325697862102	0.005903325697862102	+1	YWHAE,IBTK,COX17,COX8A,S100A6
GO:0072521	purine-containing compound metabolic process	0.0061106620167687385	0.0061106620167687385	+1	NDUFS2,NUDT19,NDUFA1,ACSL3
GO:0006120	mitochondrial electron transport, NADH to ubiquinone	0.006502037729285157	0.006502037729285157	+1	NDUFS2,NDUFA1
GO:0007275	multicellular organism development	0.006531168972436563	0.006531168972436563	+1	YWHAE,UFL1,UGP2,PARP3,NDUFS2,NPTN,SEC63,S100A6,DUT,ACSL3
GO:0045333	cellular respiration	0.006578696196810436	0.006578696196810436	+1	NDUFS2,COX8A,NDUFA1
GO:0006220	pyrimidine nucleotide metabolic process	0.007308819010843136	0.007308819010843136	+1	CMPK1,DUT
GO:0032501	multicellular organismal process	0.007404668490019145	0.007404668490019145	+1	YWHAE,AGFG1,UFL1,UGP2,PARP3,NDUFS2,NPTN,SPATA6,SEC63,S100A6,DUT,ACSL3,PROS1
GO:0006226	dUMP biosynthetic process	0.007404668490019145	0.007404668490019145	+1	DUT
GO:0046705	CDP biosynthetic process	0.007404668490019145	0.007404668490019145	+1	CMPK1
GO:0006164	purine nucleotide biosynthetic process	0.007404668490019145	0.007404668490019145	+1	NDUFS2,NDUFA1,ACSL3
GO:0046704	CDP metabolic process	0.007404668490019145	0.007404668490019145	+1	CMPK1
GO:0046081	dUTP catabolic process	0.007404668490019145	0.007404668490019145	+1	DUT
GO:0046080	dUTP metabolic process	0.007404668490019145	0.007404668490019145	+1	DUT
GO:1905662	negative regulation of telomerase RNA reverse transcriptase activity	0.007404668490019145	0.007404668490019145	+1	PARP3
GO:0019255	glucose 1-phosphate metabolic process	0.007404668490019145	0.007404668490019145	+1	UGP2
GO:0072522	purine-containing compound biosynthetic process	0.007520916524744849	0.007520916524744849	+1	NDUFS2,NDUFA1,ACSL3
GO:0009141	nucleoside triphosphate metabolic process	0.007775156620422932	0.007775156620422932	+1	NDUFS2,NDUFA1,DUT
GO:0032981	mitochondrial respiratory chain complex I assembly	0.008333032453940166	0.008333032453940166	+1	NDUFS2,NDUFA1
GO:0022008	neurogenesis	0.008333032453940166	0.008333032453940166	+1	YWHAE,UFL1,NDUFS2,NPTN,S100A6,ACSL3
GO:0010257	NADH dehydrogenase complex assembly	0.008333032453940166	0.008333032453940166	+1	NDUFS2,NDUFA1
GO:1901566	organonitrogen compound biosynthetic process	0.008657310211170633	0.008657310211170633	+1	CMPK1,NDUFS2,CNOT10,NDUFA1,DUT,ACSL3
GO:0033363	secretory granule organization	0.008657310211170633	0.008657310211170633	+1	AGFG1,AP3S1
GO:0042776	proton motive force-driven mitochondrial ATP synthesis	0.008840875818501029	0.008840875818501029	+1	NDUFS2,NDUFA1
GO:0033365	protein localization to organelle	0.009379044016506428	0.009379044016506428	+1	YWHAE,UBL5,TOR1AIP1,PARP3,SEC63
GO:0006406	mRNA export from nucleus	0.010034207466776312	0.010034207466776312	+1	NXT2,AGFG1
GO:0007399	nervous system development	0.010071046297473159	0.010071046297473159	+1	YWHAE,UFL1,UGP2,NDUFS2,NPTN,S100A6,ACSL3
GO:0006874	intracellular calcium ion homeostasis	0.01053741536968518	0.01053741536968518	+1	YWHAE,IBTK,NPTN
GO:0031325	positive regulation of cellular metabolic process	0.010632164029316367	0.010632164029316367	+1	TAF13,UFL1,PARP3,CNOT10,NPTN,PCBP1,CCDC124,ACSL3
GO:1901568	fatty acid derivative metabolic process	0.011078505452881696	0.011078505452881696	+1	NUDT19,ACSL3
GO:0015986	proton motive force-driven ATP synthesis	0.01126965355945678	0.01126965355945678	+1	NDUFS2,NDUFA1
GO:0006811	monoatomic ion transport	0.01145145488857342	0.01145145488857342	+1	YWHAE,IBTK,COX17,COX8A,S100A6
GO:0009123	nucleoside monophosphate metabolic process	0.011652724969448273	0.011652724969448273	+1	CMPK1,DUT
GO:1904951	positive regulation of establishment of protein localization	0.011755043496201247	0.011755043496201247	+1	YWHAE,UBL5,ACSL3
GO:0045184	establishment of protein localization	0.011819934648980106	0.011819934648980106	+1	YWHAE,NXT2,UBL5,SEC63,AP3S1,ACSL3
GO:0051169	nuclear transport	0.011819934648980106	0.011819934648980106	+1	YWHAE,NXT2,AGFG1
GO:0006913	nucleocytoplasmic transport	0.011819934648980106	0.011819934648980106	+1	YWHAE,NXT2,AGFG1
GO:0009213	pyrimidine deoxyribonucleoside triphosphate catabolic process	0.011819934648980106	0.011819934648980106	+1	DUT
GO:0055074	calcium ion homeostasis	0.011819934648980106	0.011819934648980106	+1	YWHAE,IBTK,NPTN
GO:0071705	nitrogen compound transport	0.011819934648980106	0.011819934648980106	+1	YWHAE,NXT2,AGFG1,SEC63,AP3S1,ACSL3
GO:0003064	regulation of heart rate by hormone	0.011819934648980106	0.011819934648980106	+1	YWHAE
GO:0072527	pyrimidine-containing compound metabolic process	0.012500006199752075	0.012500006199752075	+1	CMPK1,DUT
GO:0051248	negative regulation of protein metabolic process	0.01272831621703977	0.01272831621703977	+1	YWHAE,UFL1,IBTK,CNOT10
GO:0006405	RNA export from nucleus	0.014078639613650685	0.014078639613650685	+1	NXT2,AGFG1
GO:0035383	thioester metabolic process	0.014798752458022877	0.014798752458022877	+1	NUDT19,ACSL3
GO:0006637	acyl-CoA metabolic process	0.014798752458022877	0.014798752458022877	+1	NUDT19,ACSL3
GO:0098662	inorganic cation transmembrane transport	0.014798752458022877	0.014798752458022877	+1	YWHAE,IBTK,COX17,COX8A
GO:0051171	regulation of nitrogen compound metabolic process	0.014798752458022877	0.014798752458022877	+1	YWHAE,TAF13,UFL1,IBTK,PARP3,CNOT10,NPTN,PCBP1,CCDC124,ACSL3
GO:0046907	intracellular transport	0.014798752458022877	0.014798752458022877	+1	YWHAE,NXT2,AGFG1,SEC63,AP3S1
GO:0009059	macromolecule biosynthetic process	0.01514791011527117	0.01514791011527117	+1	TAF13,NXT2,AGFG1,UBL5,UFL1,UGP2,SNRNP27,PARP3,POLI,CNOT10,NPTN,CSTF2T,PCBP1,CCDC124
GO:0009177	pyrimidine deoxyribonucleoside monophosphate biosynthetic process	0.015157444275877296	0.015157444275877296	+1	DUT
GO:1902309	negative regulation of peptidyl-serine dephosphorylation	0.015157444275877296	0.015157444275877296	+1	YWHAE
GO:0044580	butyryl-CoA catabolic process	0.015157444275877296	0.015157444275877296	+1	NUDT19
GO:0150173	positive regulation of phosphatidylcholine metabolic process	0.015157444275877296	0.015157444275877296	+1	ACSL3
GO:1904734	positive regulation of electron transfer activity	0.015157444275877296	0.015157444275877296	+1	COX17
GO:1904960	positive regulation of cytochrome-c oxidase activity	0.015157444275877296	0.015157444275877296	+1	COX17
GO:0098655	monoatomic cation transmembrane transport	0.015157444275877296	0.015157444275877296	+1	YWHAE,IBTK,COX17,COX8A
GO:0009149	pyrimidine nucleoside triphosphate catabolic process	0.015157444275877296	0.015157444275877296	+1	DUT
GO:2001247	positive regulation of phosphatidylcholine biosynthetic process	0.015157444275877296	0.015157444275877296	+1	ACSL3
GO:0006231	dTMP biosynthetic process	0.015157444275877296	0.015157444275877296	+1	DUT
GO:0030592	DNA ADP-ribosylation	0.015157444275877296	0.015157444275877296	+1	PARP3
GO:1905661	regulation of telomerase RNA reverse transcriptase activity	0.015157444275877296	0.015157444275877296	+1	PARP3
GO:0006754	ATP biosynthetic process	0.01533699878854845	0.01533699878854845	+1	NDUFS2,NDUFA1
GO:0015031	protein transport	0.015545470476631677	0.015545470476631677	+1	YWHAE,NXT2,SEC63,AP3S1,ACSL3
GO:0009893	positive regulation of metabolic process	0.01557262779330377	0.01557262779330377	+1	TAF13,UFL1,PARP3,CNOT10,NPTN,PCBP1,CCDC124,ACSL3
GO:0006892	post-Golgi vesicle-mediated transport	0.016034669410390327	0.016034669410390327	+1	AP3S1,ACSL3
GO:0031400	negative regulation of protein modification process	0.016034669410390327	0.016034669410390327	+1	YWHAE,UFL1,IBTK
GO:0080090	regulation of primary metabolic process	0.016034669410390327	0.016034669410390327	+1	YWHAE,TAF13,UFL1,IBTK,PARP3,CNOT10,NPTN,PCBP1,CCDC124,ACSL3
GO:0031323	regulation of cellular metabolic process	0.017324733415255242	0.017324733415255242	+1	YWHAE,TAF13,UFL1,IBTK,COX17,PARP3,CNOT10,NPTN,PCBP1,CCDC124,ACSL3
GO:1902858	propionyl-CoA metabolic process	0.017700674203116686	0.017700674203116686	+1	NUDT19
GO:0032880	regulation of protein localization	0.017700674203116686	0.017700674203116686	+1	YWHAE,UBL5,UFL1,ACSL3
GO:0009145	purine nucleoside triphosphate biosynthetic process	0.017700674203116686	0.017700674203116686	+1	NDUFS2,NDUFA1
GO:2001294	malonyl-CoA catabolic process	0.017700674203116686	0.017700674203116686	+1	NUDT19
GO:0051173	positive regulation of nitrogen compound metabolic process	0.017700674203116686	0.017700674203116686	+1	TAF13,PARP3,CNOT10,NPTN,PCBP1,CCDC124,ACSL3
GO:1905913	negative regulation of calcium ion export across plasma membrane	0.017700674203116686	0.017700674203116686	+1	YWHAE
GO:2000587	negative regulation of platelet-derived growth factor receptor-beta signaling pathway	0.017700674203116686	0.017700674203116686	+1	PTPN12
GO:0006225	UDP biosynthetic process	0.017700674203116686	0.017700674203116686	+1	CMPK1
GO:0098660	inorganic ion transmembrane transport	0.017700674203116686	0.017700674203116686	+1	YWHAE,IBTK,COX17,COX8A
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.017700674203116686	0.017700674203116686	+1	NDUFS2,NDUFA1
GO:0015938	coenzyme A catabolic process	0.017700674203116686	0.017700674203116686	+1	NUDT19
GO:0036114	medium-chain fatty-acyl-CoA catabolic process	0.017700674203116686	0.017700674203116686	+1	NUDT19
GO:0009194	pyrimidine ribonucleoside diphosphate biosynthetic process	0.017700674203116686	0.017700674203116686	+1	CMPK1
GO:1902308	regulation of peptidyl-serine dephosphorylation	0.017700674203116686	0.017700674203116686	+1	YWHAE
GO:0009201	ribonucleoside triphosphate biosynthetic process	0.01815247361854993	0.01815247361854993	+1	NDUFS2,NDUFA1
GO:0050896	response to stimulus	0.018262607344096772	0.018262607344096772	+1	YWHAE,UFL1,HMGN2,PARP3,PTPN12,POLI,NDUFS2,NPTN,ARHGAP10,S100A6,DUT,AP3S1,PROS1
GO:0036211	protein modification process	0.018383444346596976	0.018383444346596976	+1	YWHAE,UBL5,UFL1,IBTK,PARP3,PTPN12,NPTN
GO:0033865	nucleoside bisphosphate metabolic process	0.01880469793181521	0.01880469793181521	+1	NUDT19,ACSL3
GO:0033875	ribonucleoside bisphosphate metabolic process	0.01880469793181521	0.01880469793181521	+1	NUDT19,ACSL3
GO:0034032	purine nucleoside bisphosphate metabolic process	0.01880469793181521	0.01880469793181521	+1	NUDT19,ACSL3
GO:0003062	regulation of heart rate by chemical signal	0.019895592268615044	0.019895592268615044	+1	YWHAE
GO:1905912	regulation of calcium ion export across plasma membrane	0.019895592268615044	0.019895592268615044	+1	YWHAE
GO:1904959	regulation of cytochrome-c oxidase activity	0.019895592268615044	0.019895592268615044	+1	COX17
GO:0009142	nucleoside triphosphate biosynthetic process	0.019895592268615044	0.019895592268615044	+1	NDUFS2,NDUFA1
GO:0045829	negative regulation of isotype switching	0.019895592268615044	0.019895592268615044	+1	PARP3
GO:1903895	negative regulation of IRE1-mediated unfolded protein response	0.019895592268615044	0.019895592268615044	+1	UFL1
GO:2001245	regulation of phosphatidylcholine biosynthetic process	0.019895592268615044	0.019895592268615044	+1	ACSL3
GO:0051028	mRNA transport	0.019895592268615044	0.019895592268615044	+1	NXT2,AGFG1
GO:0016183	synaptic vesicle coating	0.019895592268615044	0.019895592268615044	+1	AP3S1
GO:0051106	positive regulation of DNA ligation	0.019895592268615044	0.019895592268615044	+1	PARP3
GO:1990564	protein polyufmylation	0.019895592268615044	0.019895592268615044	+1	UFL1
GO:1990592	protein K69-linked ufmylation	0.019895592268615044	0.019895592268615044	+1	UFL1
GO:0071569	protein ufmylation	0.02152740958213748	0.02152740958213748	+1	UFL1
GO:0036112	medium-chain fatty-acyl-CoA metabolic process	0.02152740958213748	0.02152740958213748	+1	NUDT19
GO:0036115	fatty-acyl-CoA catabolic process	0.02152740958213748	0.02152740958213748	+1	NUDT19
GO:0060341	regulation of cellular localization	0.02152740958213748	0.02152740958213748	+1	YWHAE,UBL5,UFL1,ACSL3
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	0.02152740958213748	0.02152740958213748	+1	CMPK1
GO:0048170	positive regulation of long-term neuronal synaptic plasticity	0.02152740958213748	0.02152740958213748	+1	NPTN
GO:2001293	malonyl-CoA metabolic process	0.02152740958213748	0.02152740958213748	+1	NUDT19
GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process	0.02152740958213748	0.02152740958213748	+1	DUT
GO:1904732	regulation of electron transfer activity	0.02152740958213748	0.02152740958213748	+1	COX17
GO:0042998	positive regulation of Golgi to plasma membrane protein transport	0.02152740958213748	0.02152740958213748	+1	ACSL3
GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process	0.02152740958213748	0.02152740958213748	+1	DUT
GO:0006011	UDP-glucose metabolic process	0.02152740958213748	0.02152740958213748	+1	UGP2
GO:0043933	protein-containing complex organization	0.02152740958213748	0.02152740958213748	+1	TAF13,HMGN2,COX17,NDUFS2,NDUFA1,DUT,ACSL3,PET100
GO:0046073	dTMP metabolic process	0.02152740958213748	0.02152740958213748	+1	DUT
GO:0009139	pyrimidine nucleoside diphosphate biosynthetic process	0.02152740958213748	0.02152740958213748	+1	CMPK1
GO:0070925	organelle assembly	0.02152740958213748	0.02152740958213748	+1	AGFG1,CNTROB,SPATA6,AP3S1
GO:1901289	succinyl-CoA catabolic process	0.02152740958213748	0.02152740958213748	+1	NUDT19
GO:0071702	organic substance transport	0.02152740958213748	0.02152740958213748	+1	YWHAE,NXT2,AGFG1,SEC63,AP3S1,ACSL3
GO:0051105	regulation of DNA ligation	0.02152740958213748	0.02152740958213748	+1	PARP3
GO:1903829	positive regulation of protein localization	0.02152740958213748	0.02152740958213748	+1	YWHAE,UBL5,ACSL3
GO:0006997	nucleus organization	0.021761782752069768	0.021761782752069768	+1	AGFG1,TOR1AIP1
GO:0001889	liver development	0.021948168171021364	0.021948168171021364	+1	SEC63,DUT
GO:0019222	regulation of metabolic process	0.02209813437339641	0.02209813437339641	+1	YWHAE,TAF13,UFL1,IBTK,COX17,PARP3,CNOT10,NPTN,PCBP1,CCDC124,ACSL3
GO:0061008	hepaticobiliary system development	0.02242641557162937	0.02242641557162937	+1	SEC63,DUT
GO:0006812	monoatomic cation transport	0.02242641557162937	0.02242641557162937	+1	YWHAE,IBTK,COX17,COX8A
GO:0043412	macromolecule modification	0.02242641557162937	0.02242641557162937	+1	YWHAE,UBL5,UFL1,IBTK,PARP3,PTPN12,NPTN
GO:0065003	protein-containing complex assembly	0.022500199034973807	0.022500199034973807	+1	TAF13,COX17,NDUFS2,NDUFA1,DUT,ACSL3,PET100
GO:0006259	DNA metabolic process	0.022751855916833187	0.022751855916833187	+1	UFL1,PARP3,POLI,DUT
GO:0035652	clathrin-coated vesicle cargo loading	0.023495151497820343	0.023495151497820343	+1	AP3S1
GO:0035654	clathrin-coated vesicle cargo loading, AP-3-mediated	0.023495151497820343	0.023495151497820343	+1	AP3S1
GO:1990166	protein localization to site of double-strand break	0.023495151497820343	0.023495151497820343	+1	PARP3
GO:0046078	dUMP metabolic process	0.023495151497820343	0.023495151497820343	+1	DUT
GO:0009193	pyrimidine ribonucleoside diphosphate metabolic process	0.023495151497820343	0.023495151497820343	+1	CMPK1
GO:0046048	UDP metabolic process	0.023495151497820343	0.023495151497820343	+1	CMPK1
GO:0034655	nucleobase-containing compound catabolic process	0.02384019882221828	0.02384019882221828	+1	CNOT10,NUDT19,DUT
GO:0050658	RNA transport	0.02385784940367906	0.02385784940367906	+1	NXT2,AGFG1
GO:0050657	nucleic acid transport	0.02385784940367906	0.02385784940367906	+1	NXT2,AGFG1
GO:0030003	intracellular monoatomic cation homeostasis	0.023892295839167316	0.023892295839167316	+1	YWHAE,IBTK,NPTN
GO:1902600	proton transmembrane transport	0.023935531117271994	0.023935531117271994	+1	COX17,COX8A
GO:0051236	establishment of RNA localization	0.024414361334985604	0.024414361334985604	+1	NXT2,AGFG1
GO:0070201	regulation of establishment of protein localization	0.024575883167647757	0.024575883167647757	+1	YWHAE,UBL5,ACSL3
GO:0006873	intracellular monoatomic ion homeostasis	0.024593636000623656	0.024593636000623656	+1	YWHAE,IBTK,NPTN
GO:0098771	inorganic ion homeostasis	0.02461162768472293	0.02461162768472293	+1	YWHAE,IBTK,NPTN
GO:2000586	regulation of platelet-derived growth factor receptor-beta signaling pathway	0.025115208858588367	0.025115208858588367	+1	PTPN12
GO:0006605	protein targeting	0.025115208858588367	0.025115208858588367	+1	YWHAE,UBL5,SEC63
GO:0031204	post-translational protein targeting to membrane, translocation	0.025115208858588367	0.025115208858588367	+1	SEC63
GO:0019856	pyrimidine nucleobase biosynthetic process	0.025115208858588367	0.025115208858588367	+1	CMPK1
GO:0015949	nucleobase-containing small molecule interconversion	0.025115208858588367	0.025115208858588367	+1	CMPK1
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	0.025115208858588367	0.025115208858588367	+1	DUT
GO:0009166	nucleotide catabolic process	0.025972261503476785	0.025972261503476785	+1	NUDT19,DUT
GO:0065009	regulation of molecular function	0.026365918078081328	0.026365918078081328	+1	YWHAE,UFL1,TOR1AIP1,COX17,PARP3
GO:0048869	cellular developmental process	0.026410850589753322	0.026410850589753322	+1	YWHAE,AGFG1,UFL1,NDUFS2,NPTN,SPATA6,S100A6,ACSL3
GO:0030154	cell differentiation	0.026410850589753322	0.026410850589753322	+1	YWHAE,AGFG1,UFL1,NDUFS2,NPTN,SPATA6,S100A6,ACSL3
GO:0044270	cellular nitrogen compound catabolic process	0.026753226579258733	0.026753226579258733	+1	CNOT10,NUDT19,DUT
GO:0051174	regulation of phosphorus metabolic process	0.026753226579258733	0.026753226579258733	+1	YWHAE,IBTK,NPTN,ACSL3
GO:0016185	synaptic vesicle budding from presynaptic endocytic zone membrane	0.026753226579258733	0.026753226579258733	+1	AP3S1
GO:0009138	pyrimidine nucleoside diphosphate metabolic process	0.026753226579258733	0.026753226579258733	+1	CMPK1
GO:0019220	regulation of phosphate metabolic process	0.026753226579258733	0.026753226579258733	+1	YWHAE,IBTK,NPTN,ACSL3
GO:0090304	nucleic acid metabolic process	0.026753226579258733	0.026753226579258733	+1	TAF13,UBL5,UFL1,SNRNP27,PARP3,POLI,CNOT10,CSTF2T,PCBP1,DUT,CCDC124
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	0.026753226579258733	0.026753226579258733	+1	NPTN
GO:0046700	heterocycle catabolic process	0.026753226579258733	0.026753226579258733	+1	CNOT10,NUDT19,DUT
GO:0007049	cell cycle	0.026753226579258733	0.026753226579258733	+1	YWHAE,CNTROB,UFL1,PARP3,CCDC124
GO:1901292	nucleoside phosphate catabolic process	0.0271899935563155	0.0271899935563155	+1	NUDT19,DUT
GO:0019439	aromatic compound catabolic process	0.028509847368654504	0.028509847368654504	+1	CNOT10,NUDT19,DUT
GO:0042996	regulation of Golgi to plasma membrane protein transport	0.028894440793935234	0.028894440793935234	+1	ACSL3
GO:1990034	calcium ion export across plasma membrane	0.028894440793935234	0.028894440793935234	+1	YWHAE
GO:0006104	succinyl-CoA metabolic process	0.028894440793935234	0.028894440793935234	+1	NUDT19
GO:0150172	regulation of phosphatidylcholine metabolic process	0.028894440793935234	0.028894440793935234	+1	ACSL3
GO:0070142	synaptic vesicle budding	0.028894440793935234	0.028894440793935234	+1	AP3S1
GO:0010256	endomembrane system organization	0.029834044389855836	0.029834044389855836	+1	AGFG1,TOR1AIP1,AP3S1
GO:0071897	DNA biosynthetic process	0.0299098322977975	0.0299098322977975	+1	PARP3,POLI
GO:0055080	monoatomic cation homeostasis	0.0299098322977975	0.0299098322977975	+1	YWHAE,IBTK,NPTN
GO:0006281	DNA repair	0.0299098322977975	0.0299098322977975	+1	UFL1,PARP3,POLI
GO:0032412	regulation of monoatomic ion transmembrane transporter activity	0.0299098322977975	0.0299098322977975	+1	YWHAE,COX17
GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process	0.03003936613635911	0.03003936613635911	+1	DUT
GO:0043603	amide metabolic process	0.03003936613635911	0.03003936613635911	+1	CMAS,CNOT10,NUDT19,ACSL3
GO:0009188	ribonucleoside diphosphate biosynthetic process	0.03003936613635911	0.03003936613635911	+1	CMPK1
GO:1901361	organic cyclic compound catabolic process	0.03003936613635911	0.03003936613635911	+1	CNOT10,NUDT19,DUT
GO:0006403	RNA localization	0.03003936613635911	0.03003936613635911	+1	NXT2,AGFG1
GO:0051974	negative regulation of telomerase activity	0.03003936613635911	0.03003936613635911	+1	PARP3
GO:0071073	positive regulation of phospholipid biosynthetic process	0.03003936613635911	0.03003936613635911	+1	ACSL3
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	0.03003936613635911	0.03003936613635911	+1	PTPN12,NPTN,AP3S1
GO:0070213	protein auto-ADP-ribosylation	0.03003936613635911	0.03003936613635911	+1	PARP3
GO:0050801	monoatomic ion homeostasis	0.03003936613635911	0.03003936613635911	+1	YWHAE,IBTK,NPTN
GO:0006222	UMP biosynthetic process	0.03003936613635911	0.03003936613635911	+1	CMPK1
GO:0022898	regulation of transmembrane transporter activity	0.03081211843764285	0.03081211843764285	+1	YWHAE,COX17
GO:0034031	ribonucleoside bisphosphate catabolic process	0.03131051175923091	0.03131051175923091	+1	NUDT19
GO:0042276	error-prone translesion synthesis	0.03131051175923091	0.03131051175923091	+1	POLI
GO:0034034	purine nucleoside bisphosphate catabolic process	0.03131051175923091	0.03131051175923091	+1	NUDT19
GO:0031399	regulation of protein modification process	0.03131051175923091	0.03131051175923091	+1	YWHAE,UFL1,IBTK,NPTN
GO:0034379	very-low-density lipoprotein particle assembly	0.03131051175923091	0.03131051175923091	+1	ACSL3
GO:0006054	N-acetylneuraminate metabolic process	0.03131051175923091	0.03131051175923091	+1	CMAS
GO:0046940	nucleoside monophosphate phosphorylation	0.03131051175923091	0.03131051175923091	+1	CMPK1
GO:0033869	nucleoside bisphosphate catabolic process	0.03131051175923091	0.03131051175923091	+1	NUDT19
GO:0009174	pyrimidine ribonucleoside monophosphate biosynthetic process	0.03131051175923091	0.03131051175923091	+1	CMPK1
GO:0009143	nucleoside triphosphate catabolic process	0.03131051175923091	0.03131051175923091	+1	DUT
GO:0051649	establishment of localization in cell	0.03224043871569457	0.03224043871569457	+1	YWHAE,NXT2,AGFG1,SEC63,AP3S1
GO:0032409	regulation of transporter activity	0.033298334141608515	0.033298334141608515	+1	YWHAE,COX17
GO:0090435	protein localization to nuclear envelope	0.03331436429174527	0.03331436429174527	+1	TOR1AIP1
GO:0002638	negative regulation of immunoglobulin production	0.03331436429174527	0.03331436429174527	+1	PARP3
GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway	0.03331436429174527	0.03331436429174527	+1	PTPN12
GO:0006470	protein dephosphorylation	0.03432754708252422	0.03432754708252422	+1	YWHAE,PTPN12
GO:0044092	negative regulation of molecular function	0.03487704512177601	0.03487704512177601	+1	YWHAE,UFL1,PARP3
GO:0009265	2'-deoxyribonucleotide biosynthetic process	0.03487704512177601	0.03487704512177601	+1	DUT
GO:0046385	deoxyribose phosphate biosynthetic process	0.03487704512177601	0.03487704512177601	+1	DUT
GO:0009133	nucleoside diphosphate biosynthetic process	0.03487704512177601	0.03487704512177601	+1	CMPK1
