GO.ID	Description	p.Val	FDR	Phenotype	Genes
REAC:R-HSA-9694614	Attachment and Entry	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-8937144	Aryl hydrocarbon receptor signalling	0.010932305850920532	0.010932305850920532	+1	AHR
REAC:R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-450520	HuR (ELAVL1) binds and stabilizes mRNA	0.010932305850920532	0.010932305850920532	+1	ELAVL1
REAC:R-HSA-3656237	Defective EXT2 causes exostoses 2	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-211976	Endogenous sterols	0.010932305850920532	0.010932305850920532	+1	AHR
REAC:R-HSA-2024096	HS-GAG degradation	0.010932305850920532	0.010932305850920532	+1	AGRN
REAC:R-HSA-2022928	HS-GAG biosynthesis	0.012217105067004963	0.012217105067004963	+1	AGRN
REAC:R-HSA-9772572	Early SARS-CoV-2 Infection Events	0.01372005018001641	0.01372005018001641	+1	AGRN
REAC:R-HSA-975634	Retinoid metabolism and transport	0.013863767469617634	0.013863767469617634	+1	AGRN
REAC:R-HSA-419037	NCAM1 interactions	0.013863767469617634	0.013863767469617634	+1	AGRN
REAC:R-HSA-3560782	Diseases associated with glycosaminoglycan metabolism	0.013863767469617634	0.013863767469617634	+1	AGRN
REAC:R-HSA-6806667	Metabolism of fat-soluble vitamins	0.014032301484693598	0.014032301484693598	+1	AGRN
REAC:R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	0.014032301484693598	0.014032301484693598	+1	AGRN
REAC:R-HSA-6799198	Complex I biogenesis	0.014289861701525226	0.014289861701525226	+1	NDUFB4
REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	0.014289861701525226	0.014289861701525226	+1	AGRN
REAC:R-HSA-375165	NCAM signaling for neurite out-growth	0.014289861701525226	0.014289861701525226	+1	AGRN
REAC:R-HSA-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	0.014289861701525226	0.014289861701525226	+1	AGRN
REAC:R-HSA-211897	Cytochrome P450 - arranged by substrate type	0.014923218680300592	0.014923218680300592	+1	AHR
REAC:R-HSA-3000178	ECM proteoglycans	0.016854768179269685	0.016854768179269685	+1	AGRN
REAC:R-HSA-450531	Regulation of mRNA stability by proteins that bind AU-rich elements	0.018028932787455078	0.018028932787455078	+1	ELAVL1
REAC:R-HSA-216083	Integrin cell surface interactions	0.018028932787455078	0.018028932787455078	+1	AGRN
REAC:R-HSA-211945	Phase I - Functionalization of compounds	0.019613980338507496	0.019613980338507496	+1	AHR
REAC:R-HSA-2187338	Visual phototransduction	0.019613980338507496	0.019613980338507496	+1	AGRN
REAC:R-HSA-611105	Respiratory electron transport	0.019613980338507496	0.019613980338507496	+1	NDUFB4
REAC:R-HSA-1989781	PPARA activates gene expression	0.020457500156432717	0.020457500156432717	+1	AHR
REAC:R-HSA-400206	Regulation of lipid metabolism by PPARalpha	0.020457500156432717	0.020457500156432717	+1	AHR
REAC:R-HSA-1630316	Glycosaminoglycan metabolism	0.021450276727793215	0.021450276727793215	+1	AGRN
REAC:R-HSA-163200	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	0.02154516668724224	0.02154516668724224	+1	NDUFB4
REAC:R-HSA-3781865	Diseases of glycosylation	0.02311130263486133	0.02311130263486133	+1	AGRN
REAC:R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport	0.028396273708149657	0.028396273708149657	+1	NDUFB4
REAC:R-HSA-196854	Metabolism of vitamins and cofactors	0.028396273708149657	0.028396273708149657	+1	AGRN
REAC:R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	0.028396273708149657	0.028396273708149657	+1	EBNA1BP2
REAC:R-HSA-8868773	rRNA processing in the nucleus and cytosol	0.02860622868178282	0.02860622868178282	+1	EBNA1BP2
REAC:R-HSA-72312	rRNA processing	0.029382286785540043	0.029382286785540043	+1	EBNA1BP2
REAC:R-HSA-211859	Biological oxidations	0.030543633132389912	0.030543633132389912	+1	AHR
REAC:R-HSA-5668914	Diseases of metabolism	0.03398369729838998	0.03398369729838998	+1	AGRN
REAC:R-HSA-9694516	SARS-CoV-2 Infection	0.03852667742712617	0.03852667742712617	+1	AGRN
REAC:R-HSA-1474244	Extracellular matrix organization	0.03852667742712617	0.03852667742712617	+1	AGRN
REAC:R-HSA-71387	Metabolism of carbohydrates	0.03852667742712617	0.03852667742712617	+1	AGRN
WP:WP5345	1p36 copy number variation syndrome	0.0013270005344429132	0.0013270005344429132	+1	ELAVL1,AGRN
WP:WP5130	Th17 cell differentiation pathway	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP5088	Prostaglandin signaling	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP5046	NAD metabolism in oncogene induced senescence and mitochondrial dysfunction associated senescence	0.012807504656097072	0.012807504656097072	+1	ELAVL1
WP:WP5044	Kynurenine pathway and links to cell senescence	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP4754	IL 18 signaling pathway	0.012807504656097072	0.012807504656097072	+1	ELAVL1
WP:WP465	Tryptophan metabolism	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP4324	Mitochondrial complex I assembly model OXPHOS system	0.012807504656097072	0.012807504656097072	+1	NDUFB4
WP:WP4148	Splicing factor NOVA regulated synaptic proteins	0.012807504656097072	0.012807504656097072	+1	AGRN
WP:WP3893	Development and heterogeneity of the ILC family	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP3869	Cannabinoid receptor signaling	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP3527	Pre implantation embryo	0.012807504656097072	0.012807504656097072	+1	ELAVL1
WP:WP2873	Aryl hydrocarbon receptor pathway	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP2586	Aryl hydrocarbon receptor pathway	0.012807504656097072	0.012807504656097072	+1	AHR
WP:WP2572	Primary focal segmental glomerulosclerosis FSGS 	0.012807504656097072	0.012807504656097072	+1	AGRN
WP:WP1403	AMP activated protein kinase signaling	0.012807504656097072	0.012807504656097072	+1	ELAVL1
WP:000000	WIKIPATHWAYS	0.012807504656097072	0.012807504656097072	+1	NDUFB4,ELAVL1,AHR,AGRN
WP:WP623	Oxidative phosphorylation	0.012807504656097072	0.012807504656097072	+1	NDUFB4
WP:WP4336	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	0.014818485333341298	0.014818485333341298	+1	ELAVL1
WP:WP111	Electron transport chain OXPHOS system in mitochondria	0.016624489864058678	0.016624489864058678	+1	NDUFB4
WP:WP4659	Gastrin signaling pathway	0.017347003056624236	0.017347003056624236	+1	ELAVL1
WP:WP236	Adipogenesis	0.01886817328036758	0.01886817328036758	+1	AHR
WP:WP2853	Endoderm differentiation	0.0192777730839039	0.0192777730839039	+1	ELAVL1
WP:WP4673	Male infertility	0.0192777730839039	0.0192777730839039	+1	AHR
WP:WP4396	Nonalcoholic fatty liver disease	0.019520309193938126	0.019520309193938126	+1	NDUFB4
WP:WP3594	Circadian rhythm genes	0.024480690661659314	0.024480690661659314	+1	AHR
WP:WP5115	Network map of SARS CoV 2 signaling pathway	0.025557173995569626	0.025557173995569626	+1	AHR
WP:WP3932	Focal adhesion PI3K Akt mTOR signaling pathway	0.03404831320815554	0.03404831320815554	+1	ELAVL1
WP:WP2882	Nuclear receptors meta pathway	0.03416539434200583	0.03416539434200583	+1	AHR
